Адрес,Год постройки,Этажей,Квартир,Ссылка,latitude,longitude,Магазинов по близости,Дикси,Магнит,Пятёрочка,Перекрёсток,Лента,Вкустер,Верный
 ул. 11-я Красноармейская 22 , 1904,4,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24549,30.300435,59.912084,3,True,False,True,False,False,False,False
 ул. 11-я Красноармейская 5/13 , 1879,4,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24539,30.305079,59.912436,4,True,True,True,False,False,False,False
 12-я линия васильевского острова 9 , 1841,3,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162084,30.275489,59.938121,3,True,False,False,False,False,False,False
 12-я линия васильевского острова 11 , 1901,5,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304445,30.274555,59.938225,2,True,False,False,False,False,False,False
 12-я линия васильевского острова 13 , 1917,6,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304446,30.274276,59.938482,2,True,False,False,False,False,False,False
 12-я линия васильевского острова 15 , 1908,6,18, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304447,30.274366,59.938879,2,True,False,False,False,False,False,False
 12-я линия васильевского острова 19 , 1913,6,46, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1101213,30.273522,59.939135,3,True,False,True,False,False,False,False
 12-я линия васильевского острова 21 , 1889,5,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304448,30.273243,59.939356,3,True,False,True,False,False,False,False
 12-я линия васильевского острова 23 , 1903,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304450,30.273854,59.939915,4,True,False,True,True,False,False,False
 12-я линия васильевского острова 23 , 1903,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304449,30.273459,59.939816,4,True,False,True,True,False,False,False
 12-я линия васильевского острова 31 , 1917,5,74, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563513,30.270575,59.941678,4,True,False,True,True,False,False,False
 12-я линия васильевского острова 33 , 1904,6,69, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563514,30.270306,59.941944,4,True,False,True,True,False,False,False
 12-я линия васильевского острова 35 , 1917,5,75, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563515,30.27,59.942196,2,True,False,True,False,False,False,False
 12-я линия васильевского острова 37 , 1917,5,37, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563517,30.26947,59.942665,3,True,False,True,False,False,False,False
 12-я линия васильевского острова 37 , 1917,2,3, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563516,30.270117,59.942953,0,False,False,False,False,False,False,False
 12-я линия васильевского острова 45 , 1917,4,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563518,30.267494,59.94435,2,True,False,True,False,False,False,False
 12-я линия васильевского острова 53 , 1907,7,159, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563519,30.264826,59.946626,1,True,False,False,False,False,False,False
 12-я линия васильевского острова 7/43 , 1840,5,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304443,30.275201,59.937662,3,True,False,False,False,False,False,False
 12-я линия васильевского острова 29/53 , 1917,6,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563512,30.270997,59.941349,4,True,False,True,True,False,False,False
 12-я линия васильевского острова 55/20 , 1854,4,103, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563521,30.264224,59.947131,1,True,False,False,False,False,False,False
 12-я линия васильевского острова 55/20 , 1854,4,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563520,30.265473,59.947189,1,True,False,False,False,False,False,False
 ул. 12-я Красноармейская 3 , 1912,7,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24551,30.305762,59.911737,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 6 , 1907,6,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1170859,30.305843,59.911435,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 6 , 1907,6,24, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24553,30.305852,59.911114,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 6 Литер Г, 1907,5,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24552,30.305861,59.910871,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 7 , 1883,5,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24555,30.304774,59.911705,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 8 , 1880,5,40, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24556,30.305313,59.910907,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 8 , 1880,6,64, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24557,30.30525,59.911421,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 10 , 1893,5,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24558,30.304612,59.911408,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 11 , 1860,4,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24559,30.303624,59.91171,4,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 12 , 1877,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24561,30.303777,59.910956,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 12 , 1877,4,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24560,30.303723,59.911376,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 13 , 1862,4,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24562,30.302699,59.911683,4,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 13 , 1862,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24563,30.303094,59.911881,4,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 14 Литер В, 1875,5,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1170860,30.303211,59.910839,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 15 , 1898,5,15, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24565,30.301908,59.911687,4,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 16 Литер Н, 1878,5,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24567,30.302555,59.910862,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 16 Литер Г, 1878,5,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24568,30.302564,59.911047,3,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 19 , 1913,6,49, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24569,30.300552,59.91166,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 21 Литер В, 1876,4,3, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24571,30.30004,59.911805,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 21 , 1876,4,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24572,30.299896,59.911651,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 21 , 1876,4,14, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24570,30.299896,59.911651,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 23 , 1874,4,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24573,30.299357,59.911633,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 24 , 1899,5,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24574,30.301675,59.911335,4,True,True,False,False,False,False,False
 ул. 12-я Красноармейская 29 , 1864,4,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24575,30.296312,59.911602,2,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 32 , 1846,3,18, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24576,30.297066,59.911317,3,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 34 , 1910,5,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24577,30.296707,59.911281,2,True,False,True,False,False,False,False
 ул. 12-я Красноармейская 1/21 , 1846,7,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24550,30.306651,59.911719,3,True,True,False,False,False,False,False
 13-я линия васильевского острова 10 , 1857,5,15, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304451,30.276109,59.93543,3,True,False,True,False,False,False,False
 13-я линия васильевского острова 10 Литер Г, 1917,2,1, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304452,30.27583,59.935345,2,True,False,True,False,False,False,False
 13-я линия васильевского острова 12 , 1917,4,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304455,30.276504,59.935768,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 12 , 1917,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304454,30.275749,59.935543,3,True,False,True,False,False,False,False
 13-я линия васильевского острова 18 , 1879,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304456,30.273557,59.937693,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 18 Литер В, 1917,7,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304457,30.273261,59.93786,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 20 , 1904,6,120, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304458,30.273162,59.938076,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 24 , 1917,3,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304460,30.273036,59.938775,3,True,False,False,False,False,False,False
 13-я линия васильевского острова 24 , 1917,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304459,30.272488,59.938865,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 26 , 1877,5,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304461,30.272713,59.939081,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 30 , 1914,6,58, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304462,30.272093,59.93964,3,True,False,True,True,False,False,False
 13-я линия васильевского острова 32 , 1914,6,54, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304463,30.271761,59.939929,3,True,False,True,True,False,False,False
 13-я линия васильевского острова 36 , 1905,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304464,30.270809,59.940267,4,True,False,True,True,False,False,False
 13-я линия васильевского острова 42 , 2001,7,66, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1183905,30.270018,59.941394,4,True,False,True,True,False,False,False
 13-я линия васильевского острова 44к 3 , 2002,6,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1183906,30.268617,59.941642,2,True,False,True,False,False,False,False
 13-я линия васильевского острова 44 , 1899,5,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563522,30.26947,59.941876,4,True,False,True,True,False,False,False
 13-я линия васильевского острова 44 , 1905,1,2, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1197217,30.269003,59.941858,3,True,False,True,False,False,False,False
 13-я линия васильевского острова 46 , 1934,5,63, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563523,30.268329,59.941876,1,True,False,False,False,False,False,False
 13-я линия васильевского острова 46а , 1898,4,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563525,30.268329,59.941876,1,True,False,False,False,False,False,False
 13-я линия васильевского острова 46а , 1902,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563524,30.268186,59.941844,1,True,False,False,False,False,False,False
 13-я линия васильевского острова 48 , 1917,4,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563526,30.268096,59.942088,1,True,False,False,False,False,False,False
 13-я линия васильевского острова 54 Литер В, 2006,8,41, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/450951,30.266631,59.942971,2,True,False,False,False,False,False,False
 13-я линия васильевского острова 56 , 1971,5,82, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563527,30.267512,59.943503,1,True,False,False,False,False,False,False
 13-я линия васильевского острова 62 , 1897,4,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563531,30.266685,59.944287,2,True,False,True,False,False,False,False
